        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
       279,     25629,         1,     10000,      2.03,     12.50,         0
       280,     24887,         1,     10000,      1.77,     12.50,         0
       280,     24921,         1,     10000,      0.48,     12.50,         0
       280,     24925,         1,     10000,      0.54,     12.50,         0
       280,     25683,         1,     10000,      1.73,     12.50,         0
       281,     25691,         1,     10000,      0.38,     12.50,         0
       282,     21114,         1,     10000,      1.51,     12.50,         0
       282,     24884,         1,     10000,      1.50,     12.50,         0
       282,     24925,         1,     10000,      0.37,     12.50,         0
       283,     24877,         1,     10000,      0.45,     12.50,         0
       283,     24881,         1,     10000,      0.51,     12.50,         0
       283,     24887,         1,     10000,      0.71,     12.50,         0
       284,     24877,         1,     10000,      0.30,     12.50,         0
       284,     24884,         1,     10000,      0.54,     12.50,         0
       285,     21603,         1,     10000,      0.98,     12.50,         0
       285,     21981,         1,     10000,      0.98,     12.50,         0
       285,     22041,         1,     10000,      1.19,     12.50,         0
       286,     16759,         1,     10000,      0.89,     12.50,         0
       287,     25609,         1,     10000,      1.93,     12.50,         0
       287,     25709,         1,     10000,      0.88,     12.50,         0
       288,     20312,         1,     10000,      1.18,     12.50,         0
       288,     25603,         1,     10000,      0.93,     12.50,         0
       288,     25649,         1,     10000,      1.06,     12.50,         0
       289,     25039,         1,     10000,      1.18,     12.50,         0
       290,     24683,         1,     10000,      0.38,     12.50,         0
       290,     24959,         1,     10000,      0.76,     12.50,         0
       291,     24847,         1,     10000,      0.31,     12.50,         0
       291,     24997,         1,     10000,      0.67,     12.50,         0
       291,     25001,         1,     10000,      0.41,     12.50,         0
       292,     23350,         1,     10000,      0.51,     12.50,         0
       293,     23348,         1,     10000,      0.30,     12.50,         0
       293,     23353,         1,     10000,      0.50,     12.50,         0
       294,     23157,         1,     10000,      0.56,     12.50,         0
       294,     23385,         1,     10000,      0.93,     12.50,         0
       294,     23473,         1,     10000,      0.44,     12.50,         0
       295,     23201,         1,     10000,      0.91,     12.50,         0
       295,     23527,         1,     10000,      0.17,     12.50,         0
       295,     23551,         1,     10000,      0.96,     12.50,         0
       296,     21107,         1,     10000,      0.60,     12.50,         0
       296,     21573,         1,     10000,      0.90,     12.50,         0
       296,     21587,         1,     10000,      0.60,     12.50,         0
       301,     28641,         1,     10000,      0.20,     12.50,         0
       302,     29080,         1,     10000,      0.24,     12.50,         0
       302,     29082,         1,     10000,      0.21,     12.50,         0
       303,     29051,         1,     10000,      1.03,     12.50,         0
       303,     29060,         1,     10000,      0.25,     12.50,         0
       304,     34622,         1,     10000,      0.44,     12.50,         0
       305,     29083,         1,     10000,      0.52,     12.50,         0
       305,     33668,         1,     10000,      0.77,     12.50,         0
       306,     29054,         1,     10000,      1.02,     12.50,         0
       306,     29059,         1,     10000,      0.34,     12.50,         0
       306,     29161,         1,     10000,      0.89,     12.50,         0
       307,     29158,         1,     10000,      0.22,     12.50,         0
       307,     29160,         1,     10000,      0.35,     12.50,         0
       308,     29086,         1,     10000,      1.97,     12.50,         0
       308,     29193,         1,     10000,      1.75,     12.50,         0
       309,     29095,         1,     10000,      1.43,     12.50,         0
       309,     29458,         1,     10000,      1.83,     12.50,         0
       310,     29101,         1,     10000,      0.30,     12.50,         0
       310,     29796,         1,     10000,      1.90,     12.50,         0
       311,     29350,         1,     10000,      0.58,     12.50,         0
       312,     29110,         1,     10000,      0.49,     12.50,         0
       312,     29213,         1,     10000,      0.51,     12.50,         0
       312,     33920,         1,     10000,      0.54,     12.50,         0
       313,     29100,         1,     10000,      0.93,     12.50,         0
       313,     29213,         1,     10000,      1.20,     12.50,         0
       313,     34739,         1,     10000,      0.85,     12.50,         0
       314,     29351,         1,     10000,      0.51,     12.50,         0
       314,     32832,         1,     10000,      0.58,     12.50,         0
       315,     34739,         1,     10000,      0.27,     12.50,         0
       316,     29245,         1,     10000,      1.80,     12.50,         0
       316,     29796,         1,     10000,      1.51,     12.50,         0
       316,     33690,         1,     10000,      1.52,     12.50,         0
       317,     29110,         1,     10000,      0.52,     12.50,         0
       317,     29112,         1,     10000,      0.49,     12.50,         0
       317,     29116,         1,     10000,      0.52,     12.50,         0
       318,     29116,         1,     10000,      0.26,     12.50,         0
       318,     29120,         1,     10000,      0.25,     12.50,         0
       318,     33344,         1,     10000,      0.50,     12.50,         0
       319,     29120,         1,     10000,      0.25,     12.50,         0
       319,     29123,         1,     10000,      0.25,     12.50,         0
       319,     36389,         1,     10000,      0.50,     12.50,         0
       320,     29123,         1,     10000,      0.25,     12.50,         0
       320,     29126,         1,     10000,      0.25,     12.50,         0
       320,     33345,         1,     10000,      0.50,     12.50,         0
       321,     29126,         1,     10000,      0.25,     12.50,         0
       321,     29129,         1,     10000,      0.50,     12.50,         0
       321,     29134,         1,     10000,      0.25,     12.50,         0
       322,     29339,         1,     10000,      1.21,     12.50,         0
       322,     29892,         1,     10000,      0.50,     12.50,         0
       322,     29947,         1,     10000,      0.57,     12.50,         0
       323,     29957,         1,     10000,      0.23,     12.50,         0
       324,     29172,         1,     10000,      0.65,     12.50,         0
       324,     29185,         1,     10000,      1.14,     12.50,         0
       324,     34622,         1,     10000,      0.79,     12.50,         0
       325,     29172,         1,     10000,      0.19,     12.50,         0
       325,     29292,         1,     10000,      1.27,     12.50,         0
       325,     29306,         1,     10000,      1.20,     12.50,         0
       325,     29947,         1,     10000,      1.45,     12.50,         0
       326,     29290,         1,     10000,      0.35,     12.50,         0
       326,     29292,         1,     10000,      0.48,     12.50,         0
       327,     25001,         1,     10000,      0.73,     12.50,         0
       327,     29051,         1,     10000,      0.81,     12.50,         0
       327,     29801,         1,     10000,      0.44,     12.50,         0
       328,     29054,         1,     10000,      0.69,     12.50,         0
       328,     29154,         1,     10000,      0.56,     12.50,         0
       328,     29801,         1,     10000,      0.48,     12.50,         0
       329,     29154,         1,     10000,      0.32,     12.50,         0
       329,     29158,         1,     10000,      0.43,     12.50,         0
       330,     28993,         1,     10000,      0.54,     12.50,         0
       330,     29043,         1,     10000,      0.64,     12.50,         0
       331,     29142,         1,     10000,      0.76,     12.50,         0
       331,     33690,         1,     10000,      0.54,     12.50,         0
       332,     29134,         1,     10000,      0.25,     12.50,         0
       332,     29136,         1,     10000,      0.49,     12.50,         0
       332,     29140,         1,     10000,      0.25,     12.50,         0
       333,     29140,         1,     10000,      0.25,     12.50,         0
       333,     29141,         1,     10000,      0.50,     12.50,         0
       333,     29144,         1,     10000,      0.25,     12.50,         0
       334,     29047,         1,     10000,      0.24,     12.50,         0
       334,     29144,         1,     10000,      0.27,     12.50,         0
       335,     29368,         1,     10000,      1.87,     12.50,         0
       335,     29373,         1,     10000,      0.37,     12.50,         0
       335,     29376,         1,     10000,      0.32,     12.50,         0
       335,     36261,         1,     10000,      1.17,     12.50,         0
       336,     29494,         1,     10000,      0.36,     12.50,         0
       336,     33935,         1,     10000,      0.30,     12.50,         0
       337,     29503,         1,     10000,      0.50,     12.50,         0
       337,     29626,         1,     10000,      0.53,     12.50,         0
       337,     33935,         1,     10000,      0.69,     12.50,         0
       338,     29369,         1,     10000,      0.24,     12.50,         0
       338,     29372,         1,     10000,      0.26,     12.50,         0
       338,     34723,         1,     10000,      0.30,     12.50,         0
       339,     29372,         1,     10000,      0.25,     12.50,         0
       339,     29374,         1,     10000,      0.25,     12.50,         0
       339,     34722,         1,     10000,      0.23,     12.50,         0
       340,     29374,         1,     10000,      0.25,     12.50,         0
       340,     30185,         1,     10000,      0.63,     12.50,         0
       340,     33990,         1,     10000,      0.25,     12.50,         0
       341,     29380,         1,     10000,      0.16,     12.50,         0
       341,     29385,         1,     10000,      0.42,     12.50,         0
       341,     34077,         1,     10000,      0.88,     12.50,         0
       342,     29358,         1,     10000,      0.22,     12.50,         0
       342,     29359,         1,     10000,      0.33,     12.50,         0
       343,     29361,         1,     10000,      0.31,     12.50,         0
       343,     29485,         1,     10000,      1.00,     12.50,         0
       344,     29364,         1,     10000,      0.47,     12.50,         0
       344,     29366,         1,     10000,      0.50,     12.50,         0
       345,     29336,         1,     10000,      1.16,     12.50,         0
       345,     29444,         1,     10000,      0.89,     12.50,         0
       346,     28624,         1,     10000,      0.36,     12.50,         0
       347,     28598,         1,     10000,      0.71,     12.50,         0
       347,     28613,         1,     10000,      0.48,     12.50,         0
       348,     28628,         1,     10000,      0.54,     12.50,         0
       349,     29562,         1,     10000,      0.45,     12.50,         0
       350,     29792,         1,     10000,      0.31,     12.50,         0
       351,     29885,         1,     10000,      0.32,     12.50,         0
       351,     30049,         1,     10000,      0.72,     12.50,         0
       352,     29290,         1,     10000,      0.94,     12.50,         0
       352,     29412,         1,     10000,      0.43,     12.50,         0
       352,     29544,         1,     10000,      1.08,     12.50,         0
       352,     36249,         1,     10000,      0.60,     12.50,         0
       353,     29306,         1,     10000,      1.54,     12.50,         0
       353,     29444,         1,     10000,      1.72,     12.50,         0
       353,     29546,         1,     10000,      0.38,     12.50,         0
       353,     29555,         1,     10000,      0.67,     12.50,         0
       354,     29555,         1,     10000,      0.39,     12.50,         0
       354,     29673,         1,     10000,      0.79,     12.50,         0
       354,     29683,         1,     10000,      0.31,     12.50,         0
       354,     29690,         1,     10000,      0.72,     12.50,         0
       355,     29544,         1,     10000,      0.36,     12.50,         0
       355,     29652,         1,     10000,      0.56,     12.50,         0
       355,     29666,         1,     10000,      0.27,     12.50,         0
       355,     29673,         1,     10000,      0.49,     12.50,         0
       356,     29654,         1,     10000,      0.21,     12.50,         0
       356,     34235,         1,     10000,      0.19,     12.50,         0
       356,     34309,         1,     10000,      0.19,     12.50,         0
       357,     29652,         1,     10000,      0.22,     12.50,         0
       357,     34235,         1,     10000,      0.31,     12.50,         0
       358,     29683,         1,     10000,      0.85,     12.50,         0
       358,     29784,         1,     10000,      0.48,     12.50,         0
       358,     29793,         1,     10000,      0.55,     12.50,         0
       358,     29883,         1,     10000,      1.15,     12.50,         0
       359,     29413,         1,     10000,      0.25,     12.50,         0
       360,     29655,         1,     10000,      0.45,     12.50,         0
       360,     29776,         1,     10000,      0.64,     12.50,         0
       360,     29785,         1,     10000,      0.80,     12.50,         0
       361,     29778,         1,     10000,      0.36,     12.50,         0
       361,     29872,         1,     10000,      0.38,     12.50,         0
       361,     29880,         1,     10000,      0.45,     12.50,         0
       362,     29872,         1,     10000,      0.53,     12.50,         0
       362,     34894,         1,     10000,      0.50,     12.50,         0
       362,     36282,         1,     10000,      0.71,     12.50,         0
       363,     29403,         1,     10000,      0.80,     12.50,         0
       363,     29526,         1,     10000,      0.49,     12.50,         0
       363,     36253,         1,     10000,      0.70,     12.50,         0
       364,     29523,         1,     10000,      0.29,     12.50,         0
       364,     29626,         1,     10000,      0.98,     12.50,         0
       364,     29638,         1,     10000,      0.73,     12.50,         0
       364,     29645,         1,     10000,      1.12,     12.50,         0
       365,     30202,         1,     10000,      0.04,     12.50,         0
       366,     29092,         1,     10000,      0.04,     12.50,         0
       367,     29398,         1,     10000,      0.26,     12.50,         0
       368,     29391,         1,     10000,      0.39,     12.50,         0
       368,     29398,         1,     10000,      0.28,     12.50,         0
       369,     29383,         1,     10000,      0.32,     12.50,         0
       369,     29390,         1,     10000,      0.38,     12.50,         0
       370,     29629,         1,     10000,      1.05,     12.50,         0
       370,     29638,         1,     10000,      0.44,     12.50,         0
       370,     29760,         1,     10000,      0.55,     12.50,         0
       370,     33881,         1,     10000,      0.99,     12.50,         0
       371,     29629,         1,     10000,      0.63,     12.50,         0
       371,     29748,         1,     10000,      0.56,     12.50,         0
       371,     30107,         1,     10000,      0.89,     12.50,         0
       371,     33985,         1,     10000,      0.71,     12.50,         0
       372,     29605,         1,     10000,      0.70,     12.50,         0
       372,     29736,         1,     10000,      0.96,     12.50,         0
       372,     30107,         1,     10000,      0.92,     12.50,         0
       373,     29481,         1,     10000,      0.74,     12.50,         0
       373,     29598,         1,     10000,      0.48,     12.50,         0
       373,     29604,         1,     10000,      1.06,     12.50,         0
       374,     29598,         1,     10000,      0.17,     12.50,         0
       374,     29605,         1,     10000,      0.98,     12.50,         0
       374,     29721,         1,     10000,      1.04,     12.50,         0
       375,     29468,         1,     10000,      0.43,     12.50,         0
       375,     29581,         1,     10000,      0.50,     12.50,         0
       375,     29586,         1,     10000,      0.48,     12.50,         0
       376,     29580,         1,     10000,      0.50,     12.50,         0
       376,     29581,         1,     10000,      0.35,     12.50,         0
       376,     32551,         1,     10000,      0.34,     12.50,         0
       376,     33986,         1,     10000,      0.44,     12.50,         0
       377,     29583,         1,     10000,      0.40,     12.50,         0
       377,     29700,         1,     10000,      1.07,     12.50,         0
       377,     34094,         1,     10000,      0.73,     12.50,         0
       378,     29456,         1,     10000,      0.67,     12.50,         0
       378,     29568,         1,     10000,      0.58,     12.50,         0
       378,     29574,         1,     10000,      0.61,     12.50,         0
       379,     29137,         1,     10000,      0.30,     12.50,         0
       379,     29710,         1,     10000,      0.42,     12.50,         0
       380,     29721,         1,     10000,      0.73,     12.50,         0
       380,     29819,         1,     10000,      0.96,     12.50,         0
       380,     29928,         1,     10000,      1.13,     12.50,         0
       380,     33742,         1,     10000,      0.84,     12.50,         0
       381,     29928,         1,     10000,      0.33,     12.50,         0
       381,     29930,         1,     10000,      0.27,     12.50,         0
       381,     29939,         1,     10000,      0.28,     12.50,         0
       382,     29736,         1,     10000,      1.52,     12.50,         0
       382,     29935,         1,     10000,      0.74,     12.50,         0
       382,     29948,         1,     10000,      0.24,     12.50,         0
       382,     34764,         1,     10000,      1.00,     12.50,         0
       383,     29945,         1,     10000,      0.86,     12.50,         0
       383,     30820,         1,     10000,      0.63,     12.50,         0
       383,     31019,         1,     10000,      0.65,     12.50,         0
       384,     30048,         1,     10000,      0.72,     12.50,         0
       384,     31078,         1,     10000,      0.49,     12.50,         0
       384,     34894,         1,     10000,      0.53,     12.50,         0
       385,     31216,         1,     10000,      0.32,     12.50,         0
       385,     31226,         1,     10000,      0.29,     12.50,         0
       385,     36280,         1,     10000,      0.66,     12.50,         0
       386,     31072,         1,     10000,      0.73,     12.50,         0
       386,     31216,         1,     10000,      0.34,     12.50,         0
       387,     30048,         1,     10000,      0.35,     12.50,         0
       387,     30050,         1,     10000,      0.41,     12.50,         0
       388,     28591,         1,     10000,      0.22,     12.50,         0
       389,     28578,         1,     10000,      0.15,     12.50,         0
       390,     28558,         1,     10000,      1.26,     12.50,         0
       390,     28574,         1,     10000,      0.20,     12.50,         0
       390,     28578,         1,     10000,      0.31,     12.50,         0
       391,     31226,         1,     10000,      0.30,     12.50,         0
       392,     29760,         1,     10000,      0.25,     12.50,         0
       392,     29853,         1,     10000,      0.25,     12.50,         0
       392,     29861,         1,     10000,      1.02,     12.50,         0
       392,     34613,         1,     10000,      1.02,     12.50,         0
       393,     29982,         1,     10000,      1.02,     12.50,         0
       393,     29993,         1,     10000,      0.51,     12.50,         0
       393,     30011,         1,     10000,      1.02,     12.50,         0
       393,     31048,         1,     10000,      0.51,     12.50,         0
       394,     30128,         1,     10000,      0.06,     12.50,         0
       395,     29861,         1,     10000,      0.05,     12.50,         0
       396,     29978,         1,     10000,      0.87,     12.50,         0
       396,     29993,         1,     10000,      0.40,     12.50,         0
       396,     30128,         1,     10000,      1.16,     12.50,         0
       397,     31036,         1,     10000,      0.31,     12.50,         0
       397,     31038,         1,     10000,      0.68,     12.50,         0
       397,     31171,         1,     10000,      0.27,     12.50,         0
       398,     31044,         1,     10000,      0.68,     12.50,         0
       398,     31171,         1,     10000,      0.26,     12.50,         0
       398,     31181,         1,     10000,      0.26,     12.50,         0
       399,     31051,         1,     10000,      0.61,     12.50,         0
       399,     31181,         1,     10000,      0.25,     12.50,         0
       399,     31192,         1,     10000,      0.28,     12.50,         0
       400,     28074,         1,     10000,      0.10,     12.50,         0
       400,     30011,         1,     10000,      0.08,     12.50,         0
       401,     30813,         1,     10000,      0.57,     12.50,         0
       401,     31060,         1,     10000,      0.71,     12.50,         0
       401,     31192,         1,     10000,      0.29,     12.50,         0
       401,     31202,         1,     10000,      0.24,     12.50,         0
       402,     31202,         1,     10000,      0.30,     12.50,         0
       403,     29748,         1,     10000,      0.88,     12.50,         0
       403,     29844,         1,     10000,      0.80,     12.50,         0
       403,     34764,         1,     10000,      0.82,     12.50,         0
       403,     37007,         1,     10000,      0.68,     12.50,         0
       404,     31019,         1,     10000,      0.77,     12.50,         0
       404,     31036,         1,     10000,      0.79,     12.50,         0
       404,     37007,         1,     10000,      1.32,     12.50,         0
       405,     31279,         1,     10000,      0.37,     12.50,         0
       405,     31288,         1,     10000,      0.23,     12.50,         0
       406,     31159,         1,     10000,      0.10,     12.50,         0
       407,     31159,         1,     10000,      0.40,     12.50,         0
       407,     31285,         1,     10000,      0.25,     12.50,         0
       407,     31296,         1,     10000,      0.44,     12.50,         0
       408,     31430,         1,     10000,      0.26,     12.50,         0
       409,     31355,         1,     10000,      0.07,     12.50,         0
       410,     31335,         1,     10000,      0.34,     12.50,         0
       410,     31463,         1,     10000,      0.99,     12.50,         0
       411,     31315,         1,     10000,      0.30,     12.50,         0
       411,     31335,         1,     10000,      0.30,     12.50,         0
       412,     31178,         1,     10000,      0.89,     12.50,         0
       412,     31298,         1,     10000,      0.67,     12.50,         0
       412,     31316,         1,     10000,      0.46,     12.50,         0
       413,     31180,         1,     10000,      0.09,     12.50,         0
       414,     31170,         1,     10000,      0.10,     12.50,         0
       415,     31371,         1,     10000,      0.36,     12.50,         0
       416,     31544,         1,     10000,      0.03,     12.50,         0
       416,     31545,         1,     10000,      0.06,     12.50,         0
       417,     31371,         1,     10000,      0.19,     12.50,         0
       418,     31511,         1,     10000,      0.11,     12.50,         0
       419,     31520,         1,     10000,      0.15,     12.50,         0
       419,     31700,         1,     10000,      0.36,     12.50,         0
       419,     31731,         1,     10000,      0.15,     12.50,         0
       419,     31802,         1,     10000,      0.28,     12.50,         0
       420,     31708,         1,     10000,      0.37,     12.50,         0
       420,     31751,         1,     10000,      0.23,     12.50,         0
       420,     31995,         1,     10000,      0.21,     12.50,         0
       420,     34491,         1,     10000,      0.36,     12.50,         0
       421,     31974,         1,     10000,      0.18,     12.50,         0
       421,     32017,         1,     10000,      0.33,     12.50,         0
       421,     32019,         1,     10000,      0.34,     12.50,         0
       422,     31975,         1,     10000,      0.33,     12.50,         0
       422,     32183,         1,     10000,      0.19,     12.50,         0
       422,     32324,         1,     10000,      0.15,     12.50,         0
       423,     31379,         1,     10000,      0.16,     12.50,         0
       424,     28489,         1,     10000,      0.45,     12.50,         0
       425,     31548,         1,     10000,      1.28,     12.50,         0
       426,     28500,         1,     10000,      1.16,     12.50,         0
       426,     28524,         1,     10000,      0.27,     12.50,         0
       426,     28530,         1,     10000,      0.52,     12.50,         0
       427,     28541,         1,     10000,      0.18,     12.50,         0
       428,     28489,         1,     10000,      0.41,     12.50,         0
       428,     31802,         1,     10000,      1.72,     12.50,         0
       429,     31809,         1,     10000,      0.05,     12.50,         0
       430,     32026,         1,     10000,      0.04,     12.50,         0
       430,     32027,         1,     10000,      0.03,     12.50,         0
       430,     33906,         1,     10000,      0.08,     12.50,         0
       431,     32022,         1,     10000,      0.18,     12.50,         0
       432,     32323,         1,     10000,      0.17,     12.50,         0
       433,     36349,         1,     10000,      0.34,     12.50,         0
       434,     33652,         1,     10000,      0.28,     12.50,         0
       435,     32331,         1,     10000,      1.96,     12.50,         0
       436,     30920,         1,     10000,      1.41,     12.50,         0
       436,     31096,         1,     10000,      2.87,     12.50,         0
       436,     31818,         1,     10000,      1.62,     12.50,         0
       437,     30920,         1,     10000,      0.55,     12.50,         0
       437,     31821,         1,     10000,      0.58,     12.50,         0
       437,     36319,         1,     10000,      0.95,     12.50,         0
       438,     29193,         1,     10000,      3.79,     12.50,         0
       438,     31094,         1,     10000,      4.90,     12.50,         0
       438,     31096,         1,     10000,      4.78,     12.50,         0
       439,     29904,         1,     10000,      0.38,     12.50,         0
       439,     29905,         1,     10000,      0.34,     12.50,         0
       439,     29909,         1,     10000,      0.24,     12.50,         0
       440,     31131,         1,     10000,      0.96,     12.50,         0
       440,     34867,         1,     10000,      0.81,     12.50,         0
       441,     28779,         1,     10000,      0.85,     12.50,         0
       441,     34777,         1,     10000,      0.66,     12.50,         0
       442,     34700,         1,     10000,      0.08,     12.50,         0
       443,     28945,         1,     10000,      1.18,     12.50,         0
       443,     32877,         1,     10000,      0.53,     12.50,         0
       444,     30069,         1,     10000,      2.03,     12.50,         0
       444,     31105,         1,     10000,      1.64,     12.50,         0
       444,     32767,         1,     10000,      0.41,     12.50,         0
       444,     35305,         1,     10000,      0.83,     12.50,         0
       445,     30056,         1,     10000,      0.53,     12.50,         0
       445,     36301,         1,     10000,      1.00,     12.50,         0
       446,     29708,         1,     10000,      0.26,     12.50,         0
       447,     28814,         1,     10000,      0.49,     12.50,         0
       447,     31249,         1,     10000,      0.59,     12.50,         0
       447,     31252,         1,     10000,      0.52,     12.50,         0
       448,     31111,         1,     10000,      0.44,     12.50,         0
       448,     31117,         1,     10000,      0.26,     12.50,         0
       448,     31246,         1,     10000,      0.50,     12.50,         0
       448,     31252,         1,     10000,      0.45,     12.50,         0
       449,     31105,         1,     10000,      1.01,     12.50,         0
       449,     31236,         1,     10000,      0.98,     12.50,         0
       449,     31248,         1,     10000,      1.01,     12.50,         0
       449,     33754,         1,     10000,      0.92,     12.50,         0
       450,     31236,         1,     10000,      0.52,     12.50,         0
       450,     34373,         1,     10000,      1.00,     12.50,         0
       450,     36301,         1,     10000,      1.02,     12.50,         0
       451,     31469,         1,     10000,      0.48,     12.50,         0
       451,     31652,         1,     10000,      0.22,     12.50,         0
       451,     31662,         1,     10000,      0.21,     12.50,         0
       451,     31914,         1,     10000,      0.72,     12.50,         0
       452,     31635,         1,     10000,      0.70,     12.50,         0
       452,     31646,         1,     10000,      0.34,     12.50,         0
       452,     31895,         1,     10000,      0.62,     12.50,         0
       453,     31646,         1,     10000,      0.28,     12.50,         0
       453,     31652,         1,     10000,      0.26,     12.50,         0
       453,     31906,         1,     10000,      0.59,     12.50,         0
       454,     31621,         1,     10000,      0.27,     12.50,         0
       454,     31635,         1,     10000,      0.77,     12.50,         0
       454,     31876,         1,     10000,      0.72,     12.50,         0
       455,     31613,         1,     10000,      0.27,     12.50,         0
       455,     31622,         1,     10000,      0.25,     12.50,         0
       455,     31869,         1,     10000,      0.74,     12.50,         0
       456,     28871,         1,     10000,      0.52,     12.50,         0
       456,     30244,         1,     10000,      0.25,     12.50,         0
       457,     31594,         1,     10000,      0.26,     12.50,         0
       457,     31856,         1,     10000,      0.27,     12.50,         0
       457,     31866,         1,     10000,      1.76,     12.50,         0
       458,     28790,         1,     10000,      0.41,     12.50,         0
       458,     31608,         1,     10000,      0.91,     12.50,         0
       458,     31613,         1,     10000,      1.21,     12.50,         0
       459,     31855,         1,     10000,      0.77,     12.50,         0
       459,     32095,         1,     10000,      0.37,     12.50,         0
       459,     32120,         1,     10000,      1.83,     12.50,         0
       460,     28871,         1,     10000,      0.27,     12.50,         0
       460,     31584,         1,     10000,      0.45,     12.50,         0
       461,     31579,         1,     10000,      0.25,     12.50,         0
       461,     31841,         1,     10000,      0.53,     12.50,         0
       462,     32340,         1,     10000,      0.88,     12.50,         0
       463,     31819,         1,     10000,      2.54,     12.50,         0
       463,     32194,         1,     10000,      0.79,     12.50,         0
       463,     32340,         1,     10000,      3.31,     12.50,         0
       463,     32529,         1,     10000,      2.86,     12.50,         0
       464,     31824,         1,     10000,      1.06,     12.50,         0
       464,     32043,         1,     10000,      0.97,     12.50,         0
       464,     32199,         1,     10000,      1.09,     12.50,         0
       465,     32199,         1,     10000,      1.46,     12.50,         0
       465,     32360,         1,     10000,      1.18,     12.50,         0
       465,     32549,         1,     10000,      1.55,     12.50,         0
       465,     33817,         1,     10000,      0.95,     12.50,         0
       466,     31566,         1,     10000,      1.05,     12.50,         0
       466,     31576,         1,     10000,      1.03,     12.50,         0
       466,     31838,         1,     10000,      0.69,     12.50,         0
       467,     31566,         1,     10000,      0.56,     12.50,         0
       467,     31831,         1,     10000,      0.82,     12.50,         0
       468,     32556,         1,     10000,      1.47,     12.50,         0
       468,     34516,         1,     10000,      0.58,     12.50,         0
       468,     34804,         1,     10000,      1.66,     12.50,         0
       468,     36339,         1,     10000,      0.41,     12.50,         0
       469,     32365,         1,     10000,      0.67,     12.50,         0
       469,     32379,         1,     10000,      1.33,     12.50,         0
       469,     32563,         1,     10000,      1.88,     12.50,         0
       469,     33844,         1,     10000,      1.35,     12.50,         0
       470,     32229,         1,     10000,      0.66,     12.50,         0
       470,     32378,         1,     10000,      0.45,     12.50,         0
       470,     32381,         1,     10000,      0.50,     12.50,         0
       471,     31831,         1,     10000,      1.06,     12.50,         0
       471,     32064,         1,     10000,      0.54,     12.50,         0
       471,     34804,         1,     10000,      1.01,     12.50,         0
       471,     36345,         1,     10000,      0.53,     12.50,         0
       472,     31838,         1,     10000,      0.95,     12.50,         0
       472,     32064,         1,     10000,      1.08,     12.50,         0
       472,     32075,         1,     10000,      0.92,     12.50,         0
       472,     33844,         1,     10000,      1.08,     12.50,         0
       473,     32082,         1,     10000,      0.51,     12.50,         0
       473,     32221,         1,     10000,      0.51,     12.50,         0
       473,     32229,         1,     10000,      0.50,     12.50,         0
       474,     31845,         1,     10000,      0.49,     12.50,         0
       474,     32073,         1,     10000,      0.49,     12.50,         0
       474,     32082,         1,     10000,      0.49,     12.50,         0
       475,     32472,         1,     10000,      0.50,     12.50,         0
       475,     32475,         1,     10000,      0.32,     12.50,         0
       475,     32578,         1,     10000,      0.68,     12.50,         0
       476,     32572,         1,     10000,      0.29,     12.50,         0
       476,     32574,         1,     10000,      0.19,     12.50,         0
       477,     32096,         1,     10000,      0.48,     12.50,         0
       477,     32239,         1,     10000,      0.51,     12.50,         0
       477,     32264,         1,     10000,      1.80,     12.50,         0
       478,     30554,         1,     10000,      0.97,     12.50,         0
       478,     31912,         1,     10000,      0.80,     12.50,         0
       478,     32148,         1,     10000,      1.07,     12.50,         0
       478,     36349,         1,     10000,      0.86,     12.50,         0
       479,     32316,         1,     10000,      0.25,     12.50,         0
       479,     32323,         1,     10000,      0.27,     12.50,         0
       480,     31915,         1,     10000,      0.39,     12.50,         0
       481,     31876,         1,     10000,      1.06,     12.50,         0
       481,     32149,         1,     10000,      0.80,     12.50,         0
       481,     32262,         1,     10000,      0.73,     12.50,         0
       481,     32273,         1,     10000,      1.03,     12.50,         0
       481,     32286,         1,     10000,      0.94,     12.50,         0
       482,     32273,         1,     10000,      0.22,     12.50,         0
       482,     32410,         1,     10000,      0.25,     12.50,         0
       482,     32419,         1,     10000,      0.20,     12.50,         0
       483,     28835,         1,     10000,      0.20,     12.50,         0
       483,     32481,         1,     10000,      0.26,     12.50,         0
       483,     32595,         1,     10000,      0.42,     12.50,         0
       484,     32388,         1,     10000,      0.51,     12.50,         0
       484,     32478,         1,     10000,      0.52,     12.50,         0
       484,     32479,         1,     10000,      0.14,     12.50,         0
       485,     32232,         1,     10000,      0.54,     12.50,         0
       485,     33856,         1,     10000,      0.16,     12.50,         0
       486,     32239,         1,     10000,      0.92,     12.50,         0
       486,     32390,         1,     10000,      1.02,     12.50,         0
       486,     32410,         1,     10000,      2.16,     12.50,         0
       486,     32485,         1,     10000,      1.18,     12.50,         0
       486,     32503,         1,     10000,      1.05,     12.50,         0
       487,     32599,         1,     10000,      0.38,     12.50,         0
       488,     32496,         1,     10000,      1.33,     12.50,         0
       489,     32408,         1,     10000,      0.65,     12.50,         0
       490,     32291,         1,     10000,      1.13,     12.50,         0
       490,     32413,         1,     10000,      1.17,     12.50,         0
       491,     30231,         1,     10000,      0.10,     12.50,         0
       491,     34017,         1,     10000,      0.14,     12.50,         0
       492,     32583,         1,     10000,      0.17,     12.50,         0
