        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
     12243,        90,         1,     10000,      5.21,     12.50,         0
     12259,        97,         1,     10000,      0.64,     12.50,         0
     12267,       101,         1,     10000,      0.33,     12.50,         0
     12359,       102,         1,     10000,      2.95,     12.50,         0
     12371,       105,         1,     10000,      0.52,     12.50,         0
     12427,        98,         1,     10000,      0.70,     12.50,         0
     12435,        99,         1,     10000,      3.03,     12.50,         0
     12517,        12,         1,     10000,      0.05,     12.50,         0
     12521,        12,         1,     10000,      0.05,     12.50,         0
     12587,       102,         1,     10000,      1.83,     12.50,         0
     12611,        99,         1,     10000,      1.15,     12.50,         0
     12627,       102,         1,     10000,      0.31,     12.50,         0
     12685,        63,         1,     10000,      0.82,     12.50,         0
     12696,        51,         1,     10000,      0.74,     12.50,         0
     12711,       102,         1,     10000,      1.12,     12.50,         0
     12711,       103,         1,     10000,      1.73,     12.50,         0
     12723,       106,         1,     10000,      0.27,     12.50,         0
     12731,        90,         1,     10000,      4.88,     12.50,         0
     12793,        26,         1,     10000,      0.66,     12.50,         0
     12793,        29,         1,     10000,      0.83,     12.50,         0
     12808,        21,         1,     10000,      0.61,     12.50,         0
     12873,        32,         1,     10000,      0.56,     12.50,         0
     12887,       122,         1,     10000,      0.33,     12.50,         0
     12911,         1,         1,     10000,      1.97,     12.50,         0
     12911,       103,         1,     10000,      0.86,     12.50,         0
     12943,         2,         1,     10000,      0.60,     12.50,         0
     13059,        87,         1,     10000,      0.54,     12.50,         0
     13059,        90,         1,     10000,      5.84,     12.50,         0
     13079,        55,         1,     10000,      1.05,     12.50,         0
     13079,        56,         1,     10000,      0.40,     12.50,         0
     13087,        34,         1,     10000,      1.01,     12.50,         0
     13108,       117,         1,     10000,      9.41,     12.50,         0
     13114,       116,         1,     10000,      8.59,     12.50,         0
     13118,       119,         1,     10000,      4.46,     12.50,         0
     13153,        36,         1,     10000,      1.20,     12.50,         0
     13153,        37,         1,     10000,      3.00,     12.50,         0
     13167,        87,         1,     10000,      1.88,     12.50,         0
     13187,        34,         1,     10000,      0.23,     12.50,         0
     13187,        56,         1,     10000,      1.06,     12.50,         0
     13251,         1,         1,     10000,      1.26,     12.50,         0
     13251,         4,         1,     10000,      0.23,     12.50,         0
     13270,       608,         1,     10000,      2.09,     12.50,         0
     13315,        88,         1,     10000,      7.91,     12.50,         0
     13323,        87,         1,     10000,      1.71,     12.50,         0
     13323,        89,         1,     10000,      0.32,     12.50,         0
     13331,        56,         1,     10000,      1.67,     12.50,         0
     13331,        57,         1,     10000,      0.79,     12.50,         0
     13347,        33,         1,     10000,      0.49,     12.50,         0
     13347,        34,         1,     10000,      1.03,     12.50,         0
     13379,         1,         1,     10000,      0.56,     12.50,         0
     13379,         5,         1,     10000,      1.55,     12.50,         0
     13390,       119,         1,     10000,      4.91,     12.50,         0
     13399,         3,         1,     10000,      0.99,     12.50,         0
     13415,        49,         1,     10000,      0.85,     12.50,         0
     13426,       118,         1,     10000,      2.24,     12.50,         0
     13460,       609,         1,     10000,      1.60,     12.50,         0
     13468,       114,         1,     10000,     12.12,     12.50,         0
     13476,       112,         1,     10000,      3.91,     12.50,         0
     13491,         5,         1,     10000,      1.34,     12.50,         0
     13498,       118,         1,     10000,      2.18,     12.50,         0
     13511,        57,         1,     10000,      0.69,     12.50,         0
     13512,       116,         1,     10000,      8.41,     12.50,         0
     13515,         6,         1,     10000,      0.79,     12.50,         0
     13516,       114,         1,     10000,     11.22,     12.50,         0
     13518,       115,         1,     10000,      6.33,     12.50,         0
     13525,        59,         1,     10000,      0.60,     12.50,         0
     13547,       109,         1,     10000,      1.40,     12.50,         0
     13563,        33,         1,     10000,      1.28,     12.50,         0
     13589,       121,         1,     10000,      0.39,     12.50,         0
     13607,         5,         1,     10000,      0.35,     12.50,         0
     13607,         7,         1,     10000,      1.36,     12.50,         0
     13616,       116,         1,     10000,      6.23,     12.50,         0
     13616,       118,         1,     10000,      1.81,     12.50,         0
     13621,        92,         1,     10000,      0.20,     12.50,         0
     13661,       103,         1,     10000,      1.29,     12.50,         0
     13667,        32,         1,     10000,      0.54,     12.50,         0
     13766,       122,         1,     10000,      0.48,     12.50,         0
     13775,         7,         1,     10000,      0.76,     12.50,         0
     13815,       109,         1,     10000,      1.06,     12.50,         0
     13819,       123,         1,     10000,      3.10,     12.50,         0
     13899,         7,         1,     10000,      0.71,     12.50,         0
     13899,         8,         1,     10000,      1.29,     12.50,         0
     13901,        15,         1,     10000,      0.20,     12.50,         0
     13981,         8,         1,     10000,      1.51,     12.50,         0
     13984,        93,         1,     10000,      0.61,     12.50,         0
     13990,        83,         1,     10000,      0.68,     12.50,         0
     13990,       107,         1,     10000,      3.32,     12.50,         0
     14041,         8,         1,     10000,      0.68,     12.50,         0
     14041,         9,         1,     10000,      1.35,     12.50,         0
     14057,        16,         1,     10000,      0.19,     12.50,         0
     14163,       123,         1,     10000,      0.72,     12.50,         0
     14183,         9,         1,     10000,      0.44,     12.50,         0
     14191,        35,         1,     10000,      0.43,     12.50,         0
     14191,       123,         1,     10000,      0.31,     12.50,         0
     14253,        94,         1,     10000,      0.35,     12.50,         0
     14253,        95,         1,     10000,      1.93,     12.50,         0
     14283,       110,         1,     10000,      0.54,     12.50,         0
     14285,       109,         1,     10000,      4.06,     12.50,         0
     14315,        31,         1,     10000,      0.20,     12.50,         0
     14319,        35,         1,     10000,      0.31,     12.50,         0
     14323,        17,         1,     10000,      0.48,     12.50,         0
     14347,         9,         1,     10000,      0.46,     12.50,         0
     14383,        31,         1,     10000,      0.99,     12.50,         0
     14449,        17,         1,     10000,      0.56,     12.50,         0
     14463,       110,         1,     10000,      1.48,     12.50,         0
     14517,       110,         1,     10000,      0.49,     12.50,         0
     14519,       111,         1,     10000,      0.52,     12.50,         0
     14537,        93,         1,     10000,      1.27,     12.50,         0
     14549,        91,         1,     10000,      0.42,     12.50,         0
     14571,        17,         1,     10000,      0.62,     12.50,         0
     14571,        19,         1,     10000,      0.53,     12.50,         0
     14575,        18,         1,     10000,      0.34,     12.50,         0
     14593,       111,         1,     10000,      1.06,     12.50,         0
     14593,       124,         1,     10000,      1.32,     12.50,         0
     14597,        91,         1,     10000,      1.16,     12.50,         0
     14617,        38,         1,     10000,      0.53,     12.50,         0
     14617,       111,         1,     10000,      1.03,     12.50,         0
     14641,        78,         1,     10000,      2.46,     12.50,         0
     14641,        96,         1,     10000,      3.04,     12.50,         0
     14657,        91,         1,     10000,      0.41,     12.50,         0
     14657,       108,         1,     10000,      3.29,     12.50,         0
     14665,        38,         1,     10000,      0.47,     12.50,         0
     14665,        39,         1,     10000,      3.21,     12.50,         0
     14671,        36,         1,     10000,      2.88,     12.50,         0
     14671,       111,         1,     10000,      0.56,     12.50,         0
     14683,        41,         1,     10000,      2.68,     12.50,         0
     14683,       125,         1,     10000,      0.45,     12.50,         0
     14693,       126,         1,     10000,      1.26,     12.50,         0
     14705,        19,         1,     10000,      0.49,     12.50,         0
     14705,        21,         1,     10000,      0.72,     12.50,         0
     14709,        20,         1,     10000,      0.63,     12.50,         0
     14863,       126,         1,     10000,      0.66,     12.50,         0
     14871,        21,         1,     10000,      0.74,     12.50,         0
     14871,        23,         1,     10000,      0.92,     12.50,         0
     14875,        22,         1,     10000,      0.48,     12.50,         0
     14877,       126,         1,     10000,      0.52,     12.50,         0
     14919,       127,         1,     10000,      1.33,     12.50,         0
     15003,       127,         1,     10000,      0.94,     12.50,         0
     15005,        78,         1,     10000,      2.76,     12.50,         0
     15005,       108,         1,     10000,      1.26,     12.50,         0
     15009,        36,         1,     10000,      1.17,     12.50,         0
     15009,        39,         1,     10000,      0.94,     12.50,         0
     15025,        36,         1,     10000,      0.93,     12.50,         0
     15025,        41,         1,     10000,      0.67,     12.50,         0
     15083,        41,         1,     10000,      1.10,     12.50,         0
     15089,        43,         1,     10000,      0.87,     12.50,         0
     15089,       127,         1,     10000,      0.27,     12.50,         0
     15101,        25,         1,     10000,      0.73,     12.50,         0
     15137,        24,         1,     10000,      1.06,     12.50,         0
     15137,        26,         1,     10000,      0.43,     12.50,         0
     15172,        39,         1,     10000,      1.04,     12.50,         0
     15172,        62,         1,     10000,      2.54,     12.50,         0
     15173,        40,         1,     10000,      3.67,     12.50,         0
     15173,        41,         1,     10000,      1.45,     12.50,         0
     15183,        43,         1,     10000,      0.63,     12.50,         0
     15221,       107,         1,     10000,      2.84,     12.50,         0
     15221,       108,         1,     10000,      1.03,     12.50,         0
     15273,        43,         1,     10000,      0.43,     12.50,         0
     15273,       128,         1,     10000,      1.23,     12.50,         0
     15282,        23,         1,     10000,      0.97,     12.50,         0
     15282,        26,         1,     10000,      0.69,     12.50,         0
     15285,        27,         1,     10000,      0.70,     12.50,         0
     15347,        29,         1,     10000,      0.45,     12.50,         0
     15403,       128,         1,     10000,      0.27,     12.50,         0
     15403,       129,         1,     10000,      0.88,     12.50,         0
     15415,        29,         1,     10000,      0.70,     12.50,         0
     15415,       131,         1,     10000,      0.53,     12.50,         0
     15419,        28,         1,     10000,      0.22,     12.50,         0
     15447,       131,         1,     10000,      0.53,     12.50,         0
     15449,        37,         1,     10000,      1.08,     12.50,         0
     15449,        62,         1,     10000,      0.68,     12.50,         0
     15459,       129,         1,     10000,      0.58,     12.50,         0
     15469,       129,         1,     10000,      0.43,     12.50,         0
     15479,        44,         1,     10000,      0.75,     12.50,         0
     15479,       131,         1,     10000,      0.52,     12.50,         0
     15481,        42,         1,     10000,      1.12,     12.50,         0
     15483,       136,         1,     10000,      0.23,     12.50,         0
     15497,        37,         1,     10000,      1.03,     12.50,         0
     15497,        40,         1,     10000,      0.84,     12.50,         0
     15499,       107,         1,     10000,      0.99,     12.50,         0
     15507,        40,         1,     10000,      0.79,     12.50,         0
     15535,        42,         1,     10000,      0.75,     12.50,         0
     15561,        44,         1,     10000,      0.79,     12.50,         0
     15561,       132,         1,     10000,      0.74,     12.50,         0
     15565,        30,         1,     10000,      0.52,     12.50,         0
     15573,        42,         1,     10000,      0.59,     12.50,         0
     15573,       130,         1,     10000,      0.77,     12.50,         0
     15609,       132,         1,     10000,      0.53,     12.50,         0
     15619,       130,         1,     10000,      0.60,     12.50,         0
     15653,        67,         1,     10000,      0.50,     12.50,         0
     15653,       132,         1,     10000,      0.73,     12.50,         0
     15669,        68,         1,     10000,      0.68,     12.50,         0
     15671,       130,         1,     10000,      0.60,     12.50,         0
     15681,        37,         1,     10000,      3.29,     12.50,         0
     15681,        46,         1,     10000,      3.00,     12.50,         0
     15689,        62,         1,     10000,      3.62,     12.50,         0
     15689,        81,         1,     10000,      0.51,     12.50,         0
     15705,       133,         1,     10000,      0.23,     12.50,         0
     15709,        40,         1,     10000,      2.57,     12.50,         0
     15713,        48,         1,     10000,      1.52,     12.50,         0
     15723,        67,         1,     10000,      0.50,     12.50,         0
     15729,        80,         1,     10000,      2.26,     12.50,         0
     15729,        83,         1,     10000,      1.03,     12.50,         0
     15735,       137,         1,     10000,      0.55,     12.50,         0
     15743,        67,         1,     10000,      0.51,     12.50,         0
     15743,       135,         1,     10000,      3.25,     12.50,         0
     15755,       134,         1,     10000,      0.27,     12.50,         0
     15759,        54,         1,     10000,      3.36,     12.50,         0
     15759,       137,         1,     10000,      0.59,     12.50,         0
     15763,        48,         1,     10000,      1.34,     12.50,         0
     15851,        46,         1,     10000,      0.64,     12.50,         0
     15861,        46,         1,     10000,      0.92,     12.50,         0
     15861,        48,         1,     10000,      1.45,     12.50,         0
     15903,        52,         1,     10000,      0.20,     12.50,         0
     15947,       135,         1,     10000,      0.23,     12.50,         0
     15987,       135,         1,     10000,      0.55,     12.50,         0
     15991,        53,         1,     10000,      0.42,     12.50,         0
     16031,        47,         1,     10000,      1.59,     12.50,         0
     16031,        48,         1,     10000,      3.27,     12.50,         0
     16047,        45,         1,     10000,      1.82,     12.50,         0
     16047,        46,         1,     10000,      1.93,     12.50,         0
     16085,        61,         1,     10000,      2.38,     12.50,         0
     16085,        81,         1,     10000,      4.67,     12.50,         0
     16093,        82,         1,     10000,      2.26,     12.50,         0
     16093,        83,         1,     10000,      4.44,     12.50,         0
     16127,        50,         1,     10000,      0.38,     12.50,         0
     16141,        79,         1,     10000,      0.73,     12.50,         0
     16159,        51,         1,     10000,      0.78,     12.50,         0
     16159,        63,         1,     10000,      2.06,     12.50,         0
     16165,        69,         1,     10000,      0.25,     12.50,         0
     16169,        47,         1,     10000,      1.13,     12.50,         0
     16241,        49,         1,     10000,      0.90,     12.50,         0
     16261,        63,         1,     10000,      0.45,     12.50,         0
     16283,        82,         1,     10000,      1.28,     12.50,         0
     16315,        64,         1,     10000,      0.28,     12.50,         0
     16345,        63,         1,     10000,      1.14,     12.50,         0
     16345,        70,         1,     10000,      1.08,     12.50,         0
     16365,        47,         1,     10000,      2.82,     12.50,         0
     16365,        58,         1,     10000,      0.38,     12.50,         0
     16443,        70,         1,     10000,      1.06,     12.50,         0
     16467,        58,         1,     10000,      0.89,     12.50,         0
     16531,        61,         1,     10000,      3.48,     12.50,         0
     16531,        72,         1,     10000,      0.57,     12.50,         0
     16535,        45,         1,     10000,      4.24,     12.50,         0
     16535,        76,         1,     10000,      0.67,     12.50,         0
     16537,        82,         1,     10000,      3.64,     12.50,         0
     16537,        84,         1,     10000,      0.62,     12.50,         0
     16549,        60,         1,     10000,      1.67,     12.50,         0
     16623,        76,         1,     10000,      0.73,     12.50,         0
     16647,        72,         1,     10000,      0.55,     12.50,         0
     16655,        75,         1,     10000,      0.34,     12.50,         0
     16665,        59,         1,     10000,      3.17,     12.50,         0
     16665,        84,         1,     10000,      0.96,     12.50,         0
     16667,        76,         1,     10000,      0.66,     12.50,         0
     16677,        71,         1,     10000,      0.39,     12.50,         0
     16677,        77,         1,     10000,      1.23,     12.50,         0
     16699,        66,         1,     10000,      1.01,     12.50,         0
     16715,        77,         1,     10000,      0.62,     12.50,         0
     16715,       120,         1,     10000,      1.10,     12.50,         0
     16723,        74,         1,     10000,      1.40,     12.50,         0
     16731,        76,         1,     10000,      0.79,     12.50,         0
     16741,        84,         1,     10000,      0.66,     12.50,         0
     16743,        72,         1,     10000,      0.72,     12.50,         0
     16743,        73,         1,     10000,      1.21,     12.50,         0
     16759,       286,         1,     10000,      0.89,     12.50,         0
     16815,        85,         1,     10000,      0.57,     12.50,         0
     16815,        86,         1,     10000,      0.45,     12.50,         0
     16843,       120,         1,     10000,      1.23,     12.50,         0
     16845,        86,         1,     10000,      0.48,     12.50,         0
     16863,        73,         1,     10000,      0.62,     12.50,         0
     16863,        74,         1,     10000,      1.04,     12.50,         0
     16907,       604,         1,     10000,      2.26,     12.50,         0
     17101,       603,         1,     10000,      2.22,     12.50,         0
     17409,       104,         1,     10000,      0.07,     12.50,         0
     17960,       110,         1,     10000,      0.71,     12.50,         0
     17963,        93,         1,     10000,      2.11,     12.50,         0
     18097,        85,         1,     10000,      0.72,     12.50,         0
     18147,       128,         1,     10000,      0.84,     12.50,         0
     18201,        16,         1,     10000,      0.21,     12.50,         0
     18205,        13,         1,     10000,      0.74,     12.50,         0
     18411,        86,         1,     10000,      0.75,     12.50,         0
     18449,        65,         1,     10000,      0.61,     12.50,         0
     18483,        49,         1,     10000,      0.53,     12.50,         0
     18709,        92,         1,     10000,      0.27,     12.50,         0
     18713,        31,         1,     10000,      0.90,     12.50,         0
     18713,       124,         1,     10000,      0.19,     12.50,         0
     18741,        10,         1,     10000,      0.05,     12.50,         0
     18751,        10,         1,     10000,      0.06,     12.50,         0
     18863,        11,         1,     10000,      0.06,     12.50,         0
     18865,        11,         1,     10000,      0.06,     12.50,         0
     18999,        99,         1,     10000,      0.58,     12.50,         0
     18999,       122,         1,     10000,      2.32,     12.50,         0
     19117,        33,         1,     10000,      0.31,     12.50,         0
     19117,        57,         1,     10000,      0.69,     12.50,         0
     19129,        23,         1,     10000,      0.41,     12.50,         0
     19156,        51,         1,     10000,      0.71,     12.50,         0
     19179,        54,         1,     10000,      0.15,     12.50,         0
     19213,        44,         1,     10000,      0.52,     12.50,         0
     19246,        98,         1,     10000,      2.03,     12.50,         0
     19284,        45,         1,     10000,      0.83,     12.50,         0
     19284,        47,         1,     10000,      0.97,     12.50,         0
     19301,        19,         1,     10000,      0.42,     12.50,         0
     19318,        70,         1,     10000,      1.13,     12.50,         0
     19318,        77,         1,     10000,      0.48,     12.50,         0
     20167,       269,         1,     10000,      0.66,     12.50,         0
     20167,       272,         1,     10000,      0.45,     12.50,         0
     20168,       274,         1,     10000,      1.17,     12.50,         0
     20192,       270,         1,     10000,      0.35,     12.50,         0
     20196,       269,         1,     10000,      0.45,     12.50,         0
     20204,       274,         1,     10000,      0.42,     12.50,         0
     20310,       159,         1,     10000,      0.52,     12.50,         0
     20312,       288,         1,     10000,      1.18,     12.50,         0
     21037,       153,         1,     10000,      0.85,     12.50,         0
     21039,       154,         1,     10000,      0.26,     12.50,         0
     21043,       156,         1,     10000,      0.79,     12.50,         0
     21047,       181,         1,     10000,      0.41,     12.50,         0
     21051,       161,         1,     10000,      0.90,     12.50,         0
     21055,       180,         1,     10000,      1.11,     12.50,         0
     21071,       182,         1,     10000,      0.52,     12.50,         0
     21107,       161,         1,     10000,      1.81,     12.50,         0
     21107,       296,         1,     10000,      0.60,     12.50,         0
     21114,       282,         1,     10000,      1.51,     12.50,         0
     21135,       161,         1,     10000,      0.34,     12.50,         0
     21137,       156,         1,     10000,      0.52,     12.50,         0
     21141,       153,         1,     10000,      0.29,     12.50,         0
     21141,       156,         1,     10000,      0.48,     12.50,         0
     21185,       162,         1,     10000,      1.05,     12.50,         0
     21185,       185,         1,     10000,      0.53,     12.50,         0
     21196,       155,         1,     10000,      0.49,     12.50,         0
     21196,       162,         1,     10000,      0.98,     12.50,         0
     21203,       152,         1,     10000,      0.35,     12.50,         0
     21203,       155,         1,     10000,      0.45,     12.50,         0
     21217,       162,         1,     10000,      1.01,     12.50,         0
     21217,       163,         1,     10000,      0.59,     12.50,         0
     21223,       155,         1,     10000,      1.09,     12.50,         0
     21225,       151,         1,     10000,      0.53,     12.50,         0
     21226,       163,         1,     10000,      1.13,     12.50,         0
     21235,       163,         1,     10000,      1.00,     12.50,         0
     21237,       165,         1,     10000,      1.04,     12.50,         0
     21238,       186,         1,     10000,      1.48,     12.50,         0
     21247,       158,         1,     10000,      0.52,     12.50,         0
     21251,       160,         1,     10000,      0.39,     12.50,         0
     21251,       165,         1,     10000,      0.58,     12.50,         0
     21267,       159,         1,     10000,      0.49,     12.50,         0
     21267,       164,         1,     10000,      3.48,     12.50,         0
     21279,       160,         1,     10000,      0.64,     12.50,         0
     21279,       171,         1,     10000,      1.60,     12.50,         0
     21285,       166,         1,     10000,      1.48,     12.50,         0
     21329,       170,         1,     10000,      1.18,     12.50,         0
     21329,       171,         1,     10000,      1.03,     12.50,         0
     21343,       164,         1,     10000,      2.01,     12.50,         0
     21397,       171,         1,     10000,      1.37,     12.50,         0
     21397,       172,         1,     10000,      1.35,     12.50,         0
     21410,       157,         1,     10000,      0.25,     12.50,         0
     21421,       164,         1,     10000,      1.30,     12.50,         0
     21435,       172,         1,     10000,      1.07,     12.50,         0
     21435,       175,         1,     10000,      1.08,     12.50,         0
     21453,       172,         1,     10000,      0.66,     12.50,         0
     21453,       173,         1,     10000,      0.41,     12.50,         0
     21459,       173,         1,     10000,      1.03,     12.50,         0
     21459,       174,         1,     10000,      1.39,     12.50,         0
     21563,       179,         1,     10000,      0.90,     12.50,         0
     21563,       184,         1,     10000,      1.06,     12.50,         0
     21573,       296,         1,     10000,      0.90,     12.50,         0
     21587,       296,         1,     10000,      0.60,     12.50,         0
     21603,       184,         1,     10000,      1.66,     12.50,         0
     21603,       285,         1,     10000,      0.98,     12.50,         0
     21617,       184,         1,     10000,      0.37,     12.50,         0
     21677,       185,         1,     10000,      0.59,     12.50,         0
     21677,       201,         1,     10000,      0.58,     12.50,         0
     21679,       188,         1,     10000,      0.88,     12.50,         0
     21679,       201,         1,     10000,      1.45,     12.50,         0
     21689,       168,         1,     10000,      0.49,     12.50,         0
     21695,       186,         1,     10000,      0.49,     12.50,         0
     21695,       201,         1,     10000,      0.38,     12.50,         0
     21699,       185,         1,     10000,      0.78,     12.50,         0
     21701,       168,         1,     10000,      0.52,     12.50,         0
     21707,       168,         1,     10000,      0.45,     12.50,         0
     21707,       186,         1,     10000,      0.52,     12.50,         0
     21715,       187,         1,     10000,      1.19,     12.50,         0
     21717,       168,         1,     10000,      0.41,     12.50,         0
     21723,       169,         1,     10000,      0.27,     12.50,         0
     21731,       166,         1,     10000,      0.63,     12.50,         0
     21735,       167,         1,     10000,      0.48,     12.50,         0
     21738,       167,         1,     10000,      0.37,     12.50,         0
     21761,       178,         1,     10000,      0.74,     12.50,         0
     21771,       167,         1,     10000,      1.05,     12.50,         0
     21777,       166,         1,     10000,      0.98,     12.50,         0
     21779,       170,         1,     10000,      1.65,     12.50,         0
     21823,       170,         1,     10000,      1.35,     12.50,         0
     21823,       176,         1,     10000,      0.81,     12.50,         0
     21875,       170,         1,     10000,      1.56,     12.50,         0
     21875,       175,         1,     10000,      1.19,     12.50,         0
     21911,       175,         1,     10000,      1.15,     12.50,         0
     21911,       177,         1,     10000,      1.63,     12.50,         0
     21925,       174,         1,     10000,      0.48,     12.50,         0
     21925,       175,         1,     10000,      0.70,     12.50,         0
     21933,       174,         1,     10000,      1.35,     12.50,         0
     21971,       189,         1,     10000,      0.56,     12.50,         0
     21971,       200,         1,     10000,      1.22,     12.50,         0
     21981,       285,         1,     10000,      0.98,     12.50,         0
     22029,       200,         1,     10000,      0.58,     12.50,         0
     22030,       200,         1,     10000,      0.52,     12.50,         0
     22041,       285,         1,     10000,      1.19,     12.50,         0
     22057,       208,         1,     10000,      1.05,     12.50,         0
     22095,       188,         1,     10000,      1.06,     12.50,         0
     22119,       202,         1,     10000,      1.47,     12.50,         0
     22119,       203,         1,     10000,      0.43,     12.50,         0
     22157,       187,         1,     10000,      0.98,     12.50,         0
     22195,       202,         1,     10000,      1.54,     12.50,         0
     22195,       205,         1,     10000,      0.25,     12.50,         0
     22197,       205,         1,     10000,      0.33,     12.50,         0
     22197,       206,         1,     10000,      0.87,     12.50,         0
     22201,       210,         1,     10000,      1.56,     12.50,         0
     22211,       178,         1,     10000,      0.84,     12.50,         0
     22259,       210,         1,     10000,      0.57,     12.50,         0
     22259,       211,         1,     10000,      0.97,     12.50,         0
     22262,       176,         1,     10000,      1.06,     12.50,         0
     22262,       210,         1,     10000,      0.43,     12.50,         0
     22280,       187,         1,     10000,      1.20,     12.50,         0
     22280,       188,         1,     10000,      0.53,     12.50,         0
     22299,       210,         1,     10000,      1.42,     12.50,         0
     22301,       177,         1,     10000,      1.50,     12.50,         0
     22305,       176,         1,     10000,      1.53,     12.50,         0
     22346,       202,         1,     10000,      0.58,     12.50,         0
     22387,       183,         1,     10000,      1.22,     12.50,         0
     22387,       208,         1,     10000,      1.47,     12.50,         0
     22427,       208,         1,     10000,      0.77,     12.50,         0
     22427,       209,         1,     10000,      0.95,     12.50,         0
     22467,       208,         1,     10000,      0.78,     12.50,         0
     22469,       191,         1,     10000,      0.98,     12.50,         0
     22479,       204,         1,     10000,      1.02,     12.50,         0
     22500,       203,         1,     10000,      0.20,     12.50,         0
     22505,       204,         1,     10000,      1.09,     12.50,         0
     22505,       207,         1,     10000,      1.02,     12.50,         0
     22509,       202,         1,     10000,      0.61,     12.50,         0
     22509,       204,         1,     10000,      0.73,     12.50,         0
     22537,       204,         1,     10000,      2.00,     12.50,         0
     22537,       206,         1,     10000,      0.45,     12.50,         0
     22545,       206,         1,     10000,      0.74,     12.50,         0
     22545,       219,         1,     10000,      0.96,     12.50,         0
     22556,       211,         1,     10000,      1.08,     12.50,         0
     22581,       218,         1,     10000,      0.89,     12.50,         0
     22601,       212,         1,     10000,      2.07,     12.50,         0
     22602,       211,         1,     10000,      1.29,     12.50,         0
     22617,       212,         1,     10000,      1.17,     12.50,         0
     22617,       213,         1,     10000,      0.99,     12.50,         0
     22621,       177,         1,     10000,      1.60,     12.50,         0
     22621,       212,         1,     10000,      0.93,     12.50,         0
     22687,       194,         1,     10000,      0.59,     12.50,         0
     22693,       209,         1,     10000,      1.05,     12.50,         0
     22695,       190,         1,     10000,      0.63,     12.50,         0
     22748,       209,         1,     10000,      1.11,     12.50,         0
     22803,       193,         1,     10000,      0.47,     12.50,         0
     22809,       209,         1,     10000,      1.17,     12.50,         0
     22811,       191,         1,     10000,      0.42,     12.50,         0
     22819,       191,         1,     10000,      1.09,     12.50,         0
     22843,       192,         1,     10000,      0.37,     12.50,         0
     22843,       207,         1,     10000,      1.02,     12.50,         0
     22867,       207,         1,     10000,      1.26,     12.50,         0
     22867,       219,         1,     10000,      0.59,     12.50,         0
     22877,       219,         1,     10000,      1.06,     12.50,         0
     22877,       226,         1,     10000,      0.53,     12.50,         0
     22901,       218,         1,     10000,      1.34,     12.50,         0
     22903,       225,         1,     10000,      1.14,     12.50,         0
     22953,       218,         1,     10000,      0.67,     12.50,         0
     22953,       225,         1,     10000,      1.24,     12.50,         0
     22965,       213,         1,     10000,      1.78,     12.50,         0
     22965,       218,         1,     10000,      1.42,     12.50,         0
     22999,       213,         1,     10000,      0.83,     12.50,         0
     23011,       220,         1,     10000,      1.30,     12.50,         0
     23113,       193,         1,     10000,      1.03,     12.50,         0
     23113,       194,         1,     10000,      1.07,     12.50,         0
     23157,       193,         1,     10000,      0.56,     12.50,         0
     23157,       294,         1,     10000,      0.56,     12.50,         0
     23201,       192,         1,     10000,      0.72,     12.50,         0
     23201,       295,         1,     10000,      0.91,     12.50,         0
     23219,       192,         1,     10000,      1.30,     12.50,         0
     23221,       226,         1,     10000,      0.55,     12.50,         0
     23225,       226,         1,     10000,      0.52,     12.50,         0
     23225,       227,         1,     10000,      0.75,     12.50,         0
     23229,       225,         1,     10000,      0.73,     12.50,         0
     23229,       228,         1,     10000,      0.87,     12.50,         0
     23267,       220,         1,     10000,      1.50,     12.50,         0
     23267,       225,         1,     10000,      0.95,     12.50,         0
     23278,       224,         1,     10000,      0.70,     12.50,         0
     23295,       223,         1,     10000,      0.58,     12.50,         0
     23299,       220,         1,     10000,      0.61,     12.50,         0
     23347,       195,         1,     10000,      1.04,     12.50,         0
     23348,       293,         1,     10000,      0.30,     12.50,         0
     23350,       292,         1,     10000,      0.51,     12.50,         0
     23353,       197,         1,     10000,      0.14,     12.50,         0
     23353,       293,         1,     10000,      0.50,     12.50,         0
     23375,       196,         1,     10000,      1.04,     12.50,         0
     23381,       195,         1,     10000,      1.29,     12.50,         0
     23385,       294,         1,     10000,      0.93,     12.50,         0
     23407,       198,         1,     10000,      0.61,     12.50,         0
     23409,       197,         1,     10000,      0.21,     12.50,         0
     23465,       196,         1,     10000,      0.48,     12.50,         0
     23465,       198,         1,     10000,      0.39,     12.50,         0
     23473,       196,         1,     10000,      0.55,     12.50,         0
     23473,       294,         1,     10000,      0.44,     12.50,         0
     23505,       199,         1,     10000,      0.38,     12.50,         0
     23527,       199,         1,     10000,      1.21,     12.50,         0
     23527,       295,         1,     10000,      0.17,     12.50,         0
     23545,       199,         1,     10000,      1.37,     12.50,         0
     23547,       227,         1,     10000,      0.76,     12.50,         0
     23551,       295,         1,     10000,      0.96,     12.50,         0
     23569,       228,         1,     10000,      1.10,     12.50,         0
     23571,       224,         1,     10000,      0.40,     12.50,         0
     23579,       224,         1,     10000,      0.29,     12.50,         0
     23581,       223,         1,     10000,      0.65,     12.50,         0
     23585,       222,         1,     10000,      0.38,     12.50,         0
     23585,       223,         1,     10000,      0.75,     12.50,         0
     23587,       221,         1,     10000,      0.48,     12.50,         0
     23587,       222,         1,     10000,      0.44,     12.50,         0
