    A,    B, TOTAL_VOL,SOV_GU_VOL,    SOV_MLF_VOL,    SOV_MLT_VOL,HOV_GU_VOL,    HOV_MLF_VOL,    HOV_MLT_VOL,TRK_GU_VOL,TRK_ML_VOL,      CSPD,  VC_RATIO,      TOLL,      TIME
  157,  285,      3181,      3148,              0,             33,         0,         0,              0,              0,         0,     59.95,      0.55,         0,       0.334252
  204,  232,      2572,      2565,              0,              7,         0,         0,              0,              0,         0,     59.97,      0.44,         0,       0.509849
  233,  205,      2156,      2142,              0,             14,         0,         0,              0,              0,         0,     59.98,      0.37,         0,       0.536897
  249,  251,       131,         0,              0,            131,         0,         0,              0,              0,         0,     64.98,      0.07,      0.18,       0.483007
  252,  250,       101,         0,              0,            101,         0,         0,              0,              0,         0,     64.98,      0.06,      0.18,       0.492501
  277,  283,       127,         0,              0,            127,         0,         0,              0,              0,         0,     64.98,      0.07,      0.18,       0.301567
  284,  278,       142,         0,              0,            142,         0,         0,              0,              0,         0,     64.98,      0.08,      0.18,       0.291969
  286,  158,      2621,      2613,              0,              8,         0,         0,              0,              0,         0,     59.97,      0.45,         0,       0.307655
