24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605.81,0,0,24.08,31.58,0,16.45,15.61,14.06,25.05,40.39
25,4.78,5.31,6.49,63.95,0,0,0,0,11.11,5.7,14.97,10.03,10.9,51.29,226.16,0,719.6,485.82,712.94,896.09,0,744.29,1177.01,314.68,0,14.28,0,0,80.2,180.06,261.17,529.63,786.01
26,1.33,2.02,2.01,22.78,0,0,0,0,5.24,2.61,5.4,4.65,4.75,24.13,102.2,0,337.2,205.87,271.92,315.18,0,317.88,745.51,227.33,10.36,0,0,0,0,0,0,0,0
27,2.47,3.73,5.45,10.4,0,0,0,0,8.96,5.75,12.12,8.77,6.81,42.75,182.18,0,642.43,410.6,591.19,697.36,0,734.55,1489.16,482.99,34.74,0,0,0,0,98.82,160.21,380.37,547.54
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.04,56.72,106.84,165.74
29,0.76,0.93,1.28,1.82,0,0,0,0,2.16,0.89,5.27,2.47,2.52,10.99,44.92,0,143.2,100.24,88.11,132.1,0,127.58,498.58,87.14,88.52,0,0,33.74,0,89.09,187.77,542.5,895.06
30,1.06,1.08,1.37,4.4,0,0,0,0,3.64,2.15,3.5,3.16,2.35,20.21,70.66,0,238.46,157.97,239.93,192.01,0,140.7,891.71,144.7,147.42,0,180.86,101.35,79.99,0,0,0,0
31,0.74,1.05,1.2,8.62,0,0,0,0,2.55,1.64,5.4,3.1,2.31,12.18,39.04,0,152.42,106.5,187.43,157.61,0,84.09,633.93,142.07,164.34,0,228.34,96.83,101.53,0,0,0,790.07
32,12.82,7.86,3.82,13.02,0,0,0,0,4.67,15.43,0.12,5.92,5.12,23.44,102.04,0,308.75,162.34,291.83,270.36,0,182.57,1241.2,203.52,366.49,0,249.2,822.05,432.79,0,201.2,0,525.7
33,13.45,1.92,2.04,226.78,0,0,0,0,2.58,2.17,0.07,3.42,2.9,12.57,38.6,0,159.5,108.26,200.63,196.28,0,140.42,698.24,169.36,166.36,0,266.12,114.75,681.72,0,649.2,795.92,0
