1,0,1789.64,7124.91,249.92,0,0,803.65,0,189.96,0,238.57,94.67,90.96,100.46,232.86,0,247.87,429.05,88.15,79.52,2.31,33,0,37.25,7.86,3.8,4.73,0,1.42,2.34,1.48,2.73,3.39
2,628.22,0,0,91.27,0,0,862.67,0,251.13,0,258.18,101.83,95.12,124.48,233.4,0,255.83,428.89,82.01,68.99,2.28,27.03,0,23.96,6.33,2.21,3.85,0,1.04,2.18,0.87,1.86,3.35
3,4451.27,25.64,0,0,0,0,701.16,0,435.92,0,425.54,201.14,150.14,241.14,333.72,0,417.62,699.27,112.22,102.59,3.19,42.78,0,48.85,9.61,2.93,6,0,1.58,3,1.44,3,3.69
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4190.92,88.42,0,0,0,0,0,0,840.03,0,377.15,385.93,452.57,713.22,785.07,0,1144.98,1627.56,717.74,215.13,43.59,102.49,0,95.91,52.15,15.42,17.71,0,44.83,11.02,6.41,6.08,148.6
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,370.78,379.6,232.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,166.12,215.25,315.02,1941.31,0,0,0,0,0,0,103.19,127.74,116.57,222.56,438.96,0,526.58,800.77,142.71,132.61,3.11,48.64,0,53.33,10.46,4.32,6.88,0,2.17,3.59,2,3.95,4.22
10,0,0,0,0,0,0,0,0,0,0,0,0,0.36,26.91,174.89,0,50.11,225.97,55.63,56.49,0.95,22.57,0,22.75,4.77,2.66,3.54,0,1.08,1.87,0.89,1.84,2.61
11,134.43,177.68,224.41,938.75,0,0,0,0,52.48,0,0,45.49,106.72,171.03,511.51,0,694.96,871.38,161.05,145.99,3.3,66.41,0,94.54,25.92,10.03,16.65,0,2.38,6.89,0.1,0.41,4.79
12,116.11,146.72,249.88,1712.26,0,0,0,0,506.1,0,345.36,0,0,183.15,992.13,0,411.51,1756.37,298.8,320.32,6.28,113.88,0,115.19,22.23,11.26,17.33,0,5,7.88,4.54,8.88,12.8
13,87.47,121.5,142.24,1004.35,0,0,0,0,322.09,25.56,298.95,11.65,0,72.31,1702.79,0,25.44,1861.66,419.36,429.84,10.09,164.92,0,151.5,30.87,12.66,17.47,0,4.04,9.19,6.05,7.85,12.98
14,253.35,358.75,501.28,2442.89,0,0,0,0,674.77,176.22,893.12,329.39,57.6,0,0,0,0,1252.67,358.99,870.83,15.29,355.14,0,396.68,74.21,36.39,54.97,0,17.7,28.09,16.53,27.78,37.63
15,138.47,217.03,249.41,1122.49,0,0,0,0,686.87,191.89,701.32,342.91,77.5,0.41,0,0,0,0,670.99,372.32,0,634.4,0,1281.81,279.14,189.7,191.61,0,61,62.49,42.81,124.84,143.46
16,136.91,194.95,106.4,512.29,0,0,0,0,1330.26,1.13,2506.18,379.24,1086.18,481.46,0,0,0,37.23,2802.4,5597.96,96.7,2053.38,0,2403.87,451.33,268.13,379.49,0,116.98,194.91,125.95,215.47,290.96
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,129.81,170.8,261.14,1095.7,0,0,0,0,423.4,184.83,412.2,431.54,491.59,694.52,338.3,0,0,0,97.8,742.58,0,706.52,0,1162.66,357.04,171.91,268.5,0,74.23,124.55,57.9,101.07,144.06
19,53.71,76.88,99.04,449.27,0,0,0,0,169.62,74.65,175.38,145.14,129.9,426.29,2421,0,123.03,232.33,0,272.59,0,517.63,0,1403.55,593.09,275.56,406.85,0,106.11,192.85,117.87,195.12,255.68
20,27.2,41.08,52.39,260.04,0,0,0,0,76.99,30.32,92.72,69.51,79.28,247.96,1085.71,0,2842.99,829.61,0,0,0,0,0,908.11,580,318.75,338.01,0,100.4,76.88,55.71,149.73,194
21,0.66,0.77,0.87,98.51,0,0,0,0,1.37,0.72,0.79,1.47,1.49,5.79,0,0,111.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10.71,15.38,18.96,128.23,0,0,0,0,28.91,14.13,29.22,28.23,29.89,117.03,264.72,0,1567.93,539.01,1005.77,0,0,0,0,0,537.77,425.42,447.43,0,133.03,123.74,72.14,164.06,272.39
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2756.59,4827.59,2169.24,4223.45,0,1643.47,2727.98,1573.67,2661.67,3586.55
